Y,Archaea;Aenigmarchaeota,Archaea;Altiarchaeota,Archaea;Asgardarchaeota,Archaea;Crenarchaeota,Archaea;Euryarchaeota,Archaea;Hadarchaeota,Archaea;Halobacterota,Archaea;Micrarchaeota,Archaea;Nanoarchaeota,Archaea;Thermoplasmatota,Bacteria;Abditibacteriota,Bacteria;Acidobacteriota,Bacteria;Actinobacteriota,Bacteria;Armatimonadota,Bacteria;Bacteroidota,Bacteria;Bdellovibrionota,Bacteria;Caldatribacteriota,Bacteria;Calditrichota,Bacteria;Campilobacterota,Bacteria;Chloroflexi,Bacteria;Cloacimonadota,Bacteria;Cyanobacteria,Bacteria;Deferrisomatota,Bacteria;Dependentiae,Bacteria;Desulfobacterota,Bacteria;Elusimicrobiota,Bacteria;Entotheonellaeota,Bacteria;FCPU426,Bacteria;Fibrobacterota,Bacteria;Firestonebacteria,Bacteria;Firmicutes,Bacteria;Fusobacteriota,Bacteria;GAL15,Bacteria;Gemmatimonadota,Bacteria;Hydrogenedentes,Bacteria;LCP-89,Bacteria;Latescibacterota,Bacteria;MBNT15,Bacteria;Margulisbacteria,Bacteria;Marinimicrobia_(SAR406_clade),Bacteria;Methylomirabilota,Bacteria;Myxococcota,Bacteria;NB1-j,Bacteria;Nitrospinota,Bacteria;Nitrospirota,Bacteria;Patescibacteria,Bacteria;Planctomycetota,Bacteria;Proteobacteria,Bacteria;RCP2-54,Bacteria;SAR324_clade(gr_B),Bacteria;Spirochaetota,Bacteria;Sumerlaeota,Bacteria;Sva0485,Bacteria;TA06,Bacteria;Verrucomicrobiota,Bacteria;WOR-1,Bacteria;WPS-2,Bacteria;WS1,Bacteria;WS2,Bacteria;WS4,Bacteria;Zixibacteria,Ascomycota,Basidiomycota,Chytridiomycota,Glomeromycota,Mortierellomycota,Mucoromycota,,X,Latitude,Longitude,pH,VPG,OrM,Water_content,P,K,Ca,Mg,NO3,NH4,N,C,C.N,Water_table,Soil_temperature,MAT,MAP
France_transitional_bog_1,0.002266157,0.000834063,0.00032191,0.09124016,0.013660604,0,0.018525794,0.021088614,0.026873085,0.031173472,0.00214593,0.477767982,0.189795549,0.071378065,0.165042627,0.084170524,0.003304498,0,0.004352438,0.10455769,0.000514768,0.090212862,0,0.062876939,0.125633359,0.063529611,0,0.047291442,0.022385733,0.001371813,0.068597768,0,0.018212939,0.041036737,0.00272364,0,0.010069523,0.017861573,0.000525494,0.002095975,0.010021741,0.187045735,0.022610058,0.000493433,0.101946569,0.0728354,0.359961142,0.51873229,0.133131364,0.033613271,0.056216806,0.008409517,0.011272019,0.001106805,0.29424136,0.001887427,0.145747212,0.003640092,0,0.004623628,0.000562412,0.547133955,0.369036768,0.116606787,0.057979361,0.121168766,0.014703339,,France_transitional_bog_1,47.32,2.23,3.226666667,2,0.748333334,0.848333334,1.847500682,2.712531854,2.629903761,2.1831844,0.565257343,1.275119316,0.226170123,1.619788758,1.393282651,2.302114377,0.994170456,11.6,2.859138297
France_transitional_bog_2,0.001346457,0,0.00123828,0.125364629,0.019910667,0,0.039657131,0.027506746,0.039736577,0.04887916,0.002407368,0.468623111,0.191571383,0.065784726,0.163954363,0.075180088,0.003896069,0,0.004469294,0.126407991,0.000314834,0.088861151,0,0.07349185,0.155920513,0.068944679,0,0.050417823,0.024374935,0.001378262,0.084969705,0,0.01921129,0.042925143,0.004503324,0,0.01325481,0.024138934,0.001626972,0.002406023,0.011710863,0.180870416,0.024641222,0.003297408,0.152474869,0.086901506,0.365049356,0.498447982,0.124636418,0.031475654,0.078257581,0.012190481,0.009381669,0.00083613,0.293100789,0.003753778,0.133757693,0.005349601,0,0.009391459,0.001440338,0.479984528,0.424895674,0.119996005,0.042663406,0.078805483,0.0152226,,France_transitional_bog_2,47.32,2.23,3.328333334,2,0.681666667,0.893333334,1.688790475,2.529951947,2.652455861,2.136937132,-0.985759562,1.552262523,0.2596735,1.577568388,1.319829116,2.261857386,1.183269844,11.6,2.859138297
French_Pyrenees_fen,0.01130364,0.010268228,0.002811804,0.090622393,0.02087402,0,0.042441427,0.018560321,0.074507091,0.023837699,0.00215465,0.40006827,0.183650124,0.051848095,0.248270961,0.059156833,0.002548061,0.004309227,0.015321406,0.260970633,0.002156323,0.059594974,0.003998801,0.044585409,0.165942927,0.066537489,0.01217338,0.042395635,0.051333182,0.00258572,0.10525915,0.00586768,0.000591159,0.104738527,0.017896467,0.008430878,0.08968285,0.082922663,0.003664901,0.001153119,0.0796406,0.169275091,0.048691129,0.009006862,0.152455085,0.101825267,0.268593325,0.500526936,0.048276048,0.025209516,0.098929335,0.024153,0.034453426,0.009922319,0.275789666,0.016131008,0.037817115,0.010500331,0.007784551,0.009124658,0.034525299,0.501157037,0.225990714,0.089524943,0.05197497,0.116994436,0.026571123,,French_Pyrenees_fen,42.8032,1.424,4.646666667,3,0.723333333,0.91,1.876140831,2.383396423,3.672734972,2.460226096,0.484442208,1.47420169,0.412180448,1.609238576,1.197058128,2.263241435,1.196820744,6.8,3.058426024
Iceland_drained_fen,0.010475982,0.003543075,0.001376372,0.073756353,0.029749799,0.002176235,0.033888469,0.011728058,0.035895254,0.041043816,0.001981037,0.378899103,0.242931111,0.043618144,0.253947385,0.063290995,0.003065972,0.000697932,0.007184957,0.28727008,0,0.03555157,0,0.045670723,0.206494462,0.059127193,0.001919295,0.023748429,0.024356206,0.002074304,0.094265279,0.001376372,0,0.0770523,0.010711077,0.008023695,0.05341404,0.091850285,0.000973242,0,0.082856285,0.189026656,0.022462835,0.001354833,0.19989739,0.133517836,0.203189064,0.533242498,0.039347389,0.019685239,0.078046188,0.014998624,0.08314426,0.013083291,0.22989585,0.007678333,0.033226161,0.009268296,0.005382931,0.001890319,0.010087019,0.462066317,0.483529341,0.098252766,0.014559288,0.038371615,0.010383483,,Iceland_drained_fen,64.8332,-22.916,3.96,1.571428571,0.5,0.83,0.332726932,2.437664511,2.876176587,2.650113164,0.094920115,1.331427297,0.22160051,1.447313109,1.221059444,2.187117663,0.989958062,4.5,3.037824751
Iceland_drained_fen_2,0.002733377,0,0,0.008786214,0.013881791,0,0.010389047,0.003103854,0.011318476,0.007801869,0.0081595,0.371668697,0.346395238,0.079178943,0.297463978,0.070472911,0.00245066,0,0,0.254801832,0,0.045108672,0,0.056864332,0.149571555,0.064326397,0.009925915,0.015237853,0.026189012,0,0.131203825,0,0,0.153957615,0.006146114,0,0.063244757,0.040013695,0.001183599,0,0.060474723,0.220981272,0.025129473,0.004985028,0.065946725,0.090490962,0.274870201,0.504680414,0.022221675,0.030816359,0.018505089,0.022237551,0.009386149,0,0.274750638,0,0.032500894,0.002194756,0.008131264,0.00380143,0.003378355,0.356474384,0.292831819,0.209611322,0.012875655,0.244382841,0,,Iceland_drained_fen_2,64.28728,-15.462056,NA,NA,0.21,0.8,0.827046017,NA,NA,NA,-1.677780705,0.884682104,-0.30980392,0.834102656,1.133350014,2.176091259,1.06069784,4.4,3.16790781
Iceland_fen_1,0.01490785,0.022667622,0,0.065189456,0.063403517,0,0.053163418,0.015635849,0.090463977,0.025420688,0.002904147,0.308910371,0.245118197,0.05964933,0.366715519,0.065406996,0.008541014,0,0.020465006,0.323158657,0.01324466,0.036698314,0,0.036788767,0.213780549,0.077745994,0.003722684,0.028600337,0.045334426,0.005460731,0.11260555,0.006429676,0,0.089880426,0.0165418,0.011208782,0.061866333,0.128363748,0.004395377,0.004734054,0.079877854,0.194507792,0.012089539,0.034785516,0.227163292,0.141390365,0.169937196,0.464859732,0.01058352,0.018152158,0.073314564,0.030443993,0.074478648,0.016712394,0.277618128,0.023253368,0.021033454,0.015222786,0.014500608,0.011342233,0.024899018,0.426903849,0.384074978,0.036409434,0,0.106567487,0,,Iceland_fen_1,64.34564,-15.492474,NA,10,0.38,0.8975,-0.057991947,NA,NA,NA,-0.483464626,0.537378283,0.067256889,1.321857232,1.244509145,2.2955671,1.062581984,3.6,3.139564266
Khabarovsk_drained_fen,0,0.000841511,0,0.123781095,0.034423883,0,0.033049786,0.003575592,0.018813313,0.026021267,0.001615743,0.440306472,0.212561611,0.052052852,0.154655909,0.052644798,0.001142503,0,0.010364003,0.477294959,0.010027756,0.039766907,0.001190076,0.028439999,0.07180176,0.064853989,0,0.039436552,0.018838732,0.00376335,0.07809335,0.001190076,0.050431576,0.106514642,0.003570227,0,0.028927288,0.018692427,0.001457539,0.000841511,0.032876062,0.151831938,0.018039455,0.000841511,0.065260504,0.071409621,0.230407657,0.358485598,0.082740403,0.007895021,0.024062883,0.014769662,0.007843295,0,0.391263545,0.002061272,0.119879475,0.00303411,0.003522654,0.005376557,0.002226428,0.435074171,0.349151254,0.150506169,0.112272664,0.157807066,0.063889848,,Khabarovsk_drained_fen,48.49355,135.396294,3.78,10,0.166666667,0.440633333,1.197739886,2.191702464,2.72946178,2.198088651,-0.248207848,-0.41945515,-0.264933651,0.853900916,1.118834567,2,1.494154594,2.2,2.829946696
Khabarovsk_fen,0.002827705,0.003742063,0,0.130690026,0.117385652,0,0.148683857,0.009030567,0.061502929,0.036745572,0.003336846,0.384751589,0.170458228,0.061245725,0.355511472,0.063954118,0,0,0.025907627,0.376477388,0.034572389,0.062460532,0.007673389,0.035978425,0.185319115,0.07291825,0,0.036591772,0.043803205,0.017814744,0.100564346,0.004472106,0.001306918,0.09126753,0.020967594,0.006550257,0.064784298,0.064518317,0.011096951,0.002613836,0.042867199,0.194934291,0,0.008570036,0.166134508,0.130425779,0.192515916,0.433251499,0.028584984,0.009804047,0.084925801,0.029277727,0.032813376,0,0.223020135,0.01286413,0.022883141,0.015137729,0.011498778,0.012058098,0.010631453,0.382073646,0.202266277,0.146080471,0.046010124,0.188156666,0.004862166,,Khabarovsk_fen,48.497288,135.412626,3.861694444,4.021978022,0.45881062,0.771342662,1.699405528,2.435696065,3.282371887,2.595728494,0.905853872,1.405965282,0.03200731,1.419544465,1.387537155,2.252339066,1.259320069,2.2,2.828015064
Kyrgyzstan_drained_fen,0.001954522,0.006170727,0,0.045856047,0.029410157,0,0.016350355,0.009867375,0.050131053,0.016413038,0.00191398,0.342076748,0.231178993,0.043587435,0.327116841,0.072259614,0.002964265,0.002398217,0.00501273,0.279513876,0.001512945,0.050599198,0,0.041613998,0.148701607,0.077808601,0.035731125,0.018077904,0.033416942,0.000627673,0.130549986,0.00091742,0,0.121892619,0.022128367,0.002549192,0.073156391,0.094948221,0.005487494,0,0.116742141,0.222850457,0.134406137,0.016101328,0.098406439,0.118363095,0.246928456,0.544068918,0.060364631,0.02684213,0.042316912,0.021940963,0.01491424,0.001625846,0.232279373,0.001064366,0.01566282,0.00348477,0.015058569,0.000951417,0.018596871,0.288629851,0.141677356,0.041625445,0.034400349,0.043096994,0,,Kyrgyzstan_drained_fen,41.7612,75.3748,7.095,5,0.376666667,0.745,1.871358849,2.324347629,3.83907562,2.775184317,-0.060480747,0.633131663,0.16879202,1.36601805,1.200578609,2.135132651,1.06320822,-1.1,2.492760389
Kyrgyzstan_fen_1,0.00292239,0.00274309,0,0.052930397,0.030631324,0,0.020209765,0.013793002,0.074988442,0.027229795,0.000916151,0.262132551,0.280550402,0.062089963,0.369253525,0.065779847,0.005547811,0.003223382,0.0670285,0.31704724,0.009656205,0.066015341,0,0.048779892,0.223762658,0.071790556,0.018197588,0.027733104,0.04461615,0.004414323,0.101599085,0.014069102,0,0.099653281,0.021791177,0.011109557,0.097921305,0.085074784,0.003112252,0.000682877,0.06719224,0.16418262,0.08680108,0.03288875,0.111971866,0.12714873,0.21214168,0.531315394,0.032486872,0.030007438,0.057999021,0.021157755,0.035427226,0.01338614,0.236432284,0.004975757,0.017127522,0.009442775,0.013182079,0.004426445,0.03094523,0.296211975,0.191944626,0.096136562,0,0.022888456,0,,Kyrgyzstan_fen_1,41.9442,75.4276,5.926666667,4,0.585,0.935,1.429025157,2.597967448,3.906150005,2.854386009,-0.933053209,0.563876438,0.141449773,1.518557806,1.390474766,2.286680969,1.101517955,-0.9,2.445604203
Kyrgyzstan_fen_2,0.006286242,0.01329024,0,0.071066317,0.050941023,0,0.059602221,0.016154739,0.090690026,0.045572543,0.003211069,0.252120646,0.224542807,0.067036739,0.405127441,0.056612069,0.010073652,0.012680773,0.032316014,0.372748867,0.027481412,0.056560991,0,0.034428624,0.285031076,0.048063468,0.01394396,0.024348015,0.041776504,0.000810238,0.134857659,0.008689851,0,0.060525293,0.030583982,0.024894105,0.093888453,0.067930957,0.008392061,0.002294386,0.061283716,0.134392462,0.076048585,0.027238349,0.083012173,0.097729678,0.201479896,0.476901243,0.02103022,0.02665425,0.086272745,0.029777982,0.052197625,0.031770278,0.23218529,0.011607004,0.016490308,0.018594124,0.020847871,0.009070002,0.039379225,0.134511074,0.078475251,0.046261473,0,0.009735866,0.008389451,,Kyrgyzstan_fen_2,41.894,75.350298,6.333333333,1.833333334,0.615,0.921666667,1.614879647,2.532699187,3.910341541,2.875648611,-0.429846388,1.078154616,0.176091259,1.529537289,1.401617702,2.2955671,0.799340549,-2.1,2.664641976
Mexico_chinampa_1,0.014725119,0.001675452,0,0.183623888,0.006157068,0,0.015971279,0,0.035315261,0.036783129,0.003364849,0.297112307,0.333994545,0.053695499,0.287532223,0.091835164,0,0.015653062,0.00137394,0.251834642,0,0.070305518,0,0.037897913,0.046923077,0.044447697,0.073116174,0.008798338,0.02322024,0,0.180976553,0.000677242,0.006191779,0.238986938,0.028792671,0.002432392,0.05783883,0.033011296,0,0.000742061,0.109792299,0.208969336,0.077921477,0.001648822,0.090952125,0.067557487,0.276048104,0.523585189,0.038779836,0.035619602,0.011359741,0.031700643,0.01004873,0.000677242,0.161965334,0,0.008945157,0,0.011778258,0,0.021045939,0.505292814,0.189788539,0.150068923,0,0.398993751,0.085551868,,Mexico_chinampa_1,19.29,-99.09,7.068888889,NA,0.092222222,0.445098444,2.569529962,2.799570274,3.647776222,3.194233663,2.192288303,0.556824948,-0.245821609,0.944071755,1.152183405,1.637934248,1.265865579,16.7,2.875639937
Mexico_chinampa_2,0.010655099,0,0,0.176813325,0.007890486,0,0.015446803,0.000637633,0.037913275,0.012324346,0.003503417,0.289623416,0.306641935,0.037019462,0.277421915,0.08026788,0,0.046243309,0.002070561,0.268069052,0,0.040196826,0.002426101,0.057035898,0.07525815,0.051485721,0.097798851,0.014786526,0.033174709,0,0.151128501,0,0.006865573,0.213094579,0.038725326,0.000637633,0.068608157,0.046226317,0.002025908,0.000535919,0.125624351,0.198186333,0.107402554,0,0.115239109,0.081073228,0.294664517,0.545114311,0.053954775,0.036919592,0.02411791,0.031727229,0.00544487,0,0.16749952,0,0.009558506,0,0.014599787,0.001708885,0.02566713,0.457681881,0.115325884,0.070357073,0.020492148,0.344146855,0.007779231,,Mexico_chinampa_2,19.29,-99.09,7.498888889,5,0.147777778,0.620784044,2.338013562,3.13503012,3.627832222,3.346302978,1.966712071,0.56014584,-0.068881289,1.063881809,1.133698731,1.698970004,1.163691326,16.7,2.875639937
Mexico_fen,0.013578376,0,0.00680284,0.065541543,0.038094308,0.006685371,0.060334669,0.015297905,0.053855733,0.042869804,0.00254881,0.247295919,0.186381987,0.043627914,0.366773784,0.1011666,0.011751218,0.067852103,0.059069431,0.384297436,0.00691843,0.142013573,0.004731468,0.054980292,0.203151823,0.034833758,0.002742625,0.021196994,0.0349153,0,0.131683385,0.035937472,0.004162912,0.114654416,0.032805431,0.006155717,0.058808404,0.04373882,0.009538327,0,0.050641611,0.185700682,0.039414583,0.005146387,0.103966592,0.121934685,0.229452594,0.500260238,0.013217439,0.0345057,0.077872983,0.027018184,0.052010582,0.01113559,0.187287428,0.011580059,0.016546288,0.011741842,0.010331348,0.005187813,0.028456027,0.125085927,0.097815533,0.037432133,0.022737362,0.022878841,0,,Mexico_fen,19.2862,-99.093,7.141111111,1,0.248888889,0.842500244,3.536773012,2.805296916,3.694917038,3.390972376,0.404339487,1.173276939,0.178337338,1.215843105,1.038339592,2.284054558,1.090689037,16.7,2.875061263
Montana_Bog_1,0.000330245,0,0,0.007911655,0.029503383,0,0.006924777,0.000389265,0.020289398,0.007032957,0.010682154,0.293194487,0.291976957,0.065141823,0.415229514,0.088437426,0.003636242,0.000819802,0,0.201109134,0,0.063335326,0,0.058643862,0.076918239,0.057496566,0.012847623,0.015147178,0.046430283,0,0.075052689,0.000493117,0,0.102514527,0.011752476,0.000389265,0.080330773,0.045881779,0.002677871,0.001567842,0.024072429,0.196359881,0.01914308,0.004259438,0.034439997,0.093977769,0.270279465,0.568643847,0.020125046,0.031596196,0.034816233,0.02692909,0.00530829,0,0.305735376,0,0.02562665,0,0.010588997,0.001664021,0.012451405,0.511792781,0.232828196,0.226914913,0.077703908,0.246453106,0.006749519,,Montana_Bog_1,45.524884,-111.018086,4.782222222,NA,0.661111111,0.734677778,2.388667492,2.809417545,3.62386009,2.870495593,-0.773256928,1.549873432,0.343233484,1.820289054,1.475293532,2.09806659,1.152288344,4.1,2.627365857
Montana_bog_2,0.002951034,0.003534799,0,0.057840588,0.054986586,0,0.032935551,0.003522828,0.038111154,0.014222992,0.002955868,0.335210513,0.256340313,0.046939016,0.330996511,0.088727334,0.000338146,0.002213371,0.003190521,0.244184498,0.000685427,0.091466972,0,0.053477487,0.11149038,0.071938245,0.043678504,0.014103719,0.037731724,0.000912905,0.100936284,0,0.001310111,0.113394408,0.023584072,0.002118107,0.079895663,0.062519777,0.003150074,0,0.1105491,0.215737825,0.088577248,0.005740751,0.119696808,0.08653134,0.271637938,0.564074115,0.052637619,0.030826673,0.031322668,0.022134888,0.028314799,0,0.245464486,0.000467452,0.007380551,0.000865734,0.015614651,0.00071015,0.018499577,0.412829762,0.212175264,0.087547284,0.128148087,0.209778326,0,,Montana_bog_2,45.582581,-111.661221,6.243333333,NA,0.616666667,0.567922222,1.917517179,2.424845353,3.764614441,3.133655272,0.67105965,0.609404668,0.219497205,1.54687155,1.327667932,2.104373288,1.249062407,6.8,2.450249108
Morocco_bog_1,0.002851445,0,0,0.026785451,0.022043842,0,0.011008865,0.026034278,0.052564886,0.013178967,0.003605377,0.401905176,0.187314646,0.068383952,0.305733167,0.106181797,0.005941268,0,0.016215306,0.227123703,0,0.117704669,0,0.059091184,0.104751864,0.10653218,0,0.098334455,0.071450641,0.003045753,0.110840854,0.000652557,0.001016804,0.065674526,0.004083777,0.002124897,0.035382219,0.039303586,0.004617444,0,0.035572863,0.169583859,0.003216893,0.001509288,0.045509539,0.09860386,0.310956437,0.479524363,0.046035188,0.03041526,0.042538597,0.010536074,0.006475197,0.004184357,0.409021055,0.002132457,0.073036739,0.000856731,0.00157572,0.002887977,0.00157572,0.413481505,0.238453113,0.173530153,0.037595305,0.126124153,0.076797164,,Morocco_bog_1,35.2703,-6.0528,4.256666667,NA,0.09,0.8432629,1.069421409,1.844062773,2.45591024,2.061326797,-1.657577319,0.895017163,-0.585026652,0.753072124,1.338098776,2.276461804,1.336459734,17.9,2.851258349
Morocco_bog_2,0.008086077,0.001041713,0.006063619,0.14023988,0.019505127,0.001693579,0.030579143,0.027775593,0.038211293,0.040928598,0.002771436,0.492688076,0.144223156,0.06036697,0.184792873,0.093311865,0.003474693,0.000654797,0.001923647,0.314903735,0.000265605,0.083062207,0.000486054,0.052998763,0.132883439,0.091925176,0,0.037350777,0.027412169,0.001531732,0.11876764,0.000827841,0.00560419,0.061197769,0.004016667,0.001764042,0.039626289,0.062665219,0.002550237,0.002071622,0.052053873,0.161655145,0.042019192,0.002998067,0.154723,0.088192908,0.31092509,0.445931238,0.082057488,0.037575362,0.060012304,0.010064011,0.046284857,0.001753948,0.266882558,0.004682396,0.069864481,0.002508421,0.000294727,0.003319517,0.006994689,0.479668497,0.335257928,0.135253553,0.095081413,0.295605255,0.092819122,,Morocco_bog_2,35.1866,-5.3622,3.794444444,NA,0.177222222,0.889678656,0.804025787,2.081227254,2.381185301,2.006907956,-1.756961951,1.05940352,-0.168201299,1.019600878,1.179317836,2.301029996,1.214843848,15.1,2.897077003
Myanmar_drained_fen_1,0.017947537,0.007360271,0.005433231,0.143586254,0.041664188,0.000778308,0.043885422,0.003031328,0.066611969,0.026668198,0.002297336,0.310959905,0.279899544,0.050806507,0.279100926,0.074858021,0,0.037896141,0.020700831,0.335249137,0.003540411,0.082204087,0.006117798,0.044165525,0.144535976,0.046231373,0.056326104,0.025384029,0.029383503,0,0.137793189,0.002211118,0.0092279,0.158651493,0.0299615,0.003815668,0.095502206,0.064730408,0.003264066,0.000322425,0.112739818,0.210630678,0.09901727,0.005894557,0.139333046,0.074603911,0.267799414,0.515001632,0.052249238,0.038102908,0.072286753,0.029387026,0.090229878,0.005249306,0.17247327,0.001847977,0.00993303,0.007235626,0.017017366,0.009428024,0.039015814,0.449546745,0.189092756,0.091316923,0.008303432,0.105629072,0.025845275,,Myanmar_drained_fen_1,20.64389675,96.891379,7.240833334,5,0.331666667,0.695,2.03531965,2.25999184,3.906690971,3.219881289,1.519499853,0.409228443,0.127374798,1.307204747,1.180654609,2.235528447,1.222716471,22.9,3.01745073
Myanmar_drained_fen_2,0.026565282,0.009538801,0.011023739,0.183638349,0.04863192,0.005082165,0.067284678,0.008075982,0.063135812,0.046271684,0.001562747,0.307757719,0.234622407,0.0499793,0.273115832,0.078355446,0.00057185,0.040047438,0.018935596,0.328281806,0.000990474,0.074870685,0.004318957,0.054999795,0.146328306,0.052085402,0.054230227,0.025728266,0.030189847,0.00057185,0.130580036,0.00913463,0.012791628,0.145032433,0.026369732,0.005146109,0.101053026,0.053850324,0.004956589,0.000550887,0.120150626,0.21746747,0.115704649,0.008713126,0.12400069,0.076723174,0.280360704,0.501334846,0.049638961,0.039871966,0.077845502,0.02929801,0.083996329,0.009206996,0.176191791,0.003730243,0.009664357,0.009906446,0.016564347,0.005994363,0.042433005,0.465193256,0.146104519,0.117207386,0.050628745,0.104663237,0.01547955,,Myanmar_drained_fen_2,20.63281033,96.90526433,6.424444444,4.333333333,0.424444444,0.853333333,2.044666041,2.417693074,3.8405835,3.154173665,1.325333187,1.156515499,0.229027334,1.396251023,1.171787903,2.22444673,1.19926748,22.9,3.039810554
Myanmar_fen,0.028730488,0.012664483,0.009735794,0.103907865,0.060170485,0.001268591,0.088344503,0.012952809,0.074579869,0.050375803,0.002910092,0.26265612,0.182736713,0.044723388,0.347341962,0.084963119,0.000757424,0.030305955,0.051744689,0.319831651,0.004175981,0.067421739,0.003522483,0.042749743,0.185992263,0.056870151,0.034067705,0.034405598,0.051673825,0.001496887,0.105415039,0.016563257,0.000692876,0.094996762,0.028256814,0.013312204,0.088773339,0.045851552,0.009088128,0,0.073562762,0.208251096,0.117227485,0.005144895,0.11449654,0.08503425,0.276664673,0.524607815,0.02983439,0.034333801,0.120299739,0.027394417,0.074308847,0.012907914,0.210607894,0.008377151,0.011565695,0.009874944,0.018414478,0.005892661,0.049870252,0.460053783,0.304392804,0.094607052,0.044338479,0.049973701,0.016864512,,Myanmar_fen,20.6238465,96.911733,6.763333334,1,0.586666667,0.853333334,2.273522113,2.753965866,3.921498327,3.081857166,0.461648568,1.539598778,0.372912003,1.546604349,1.176489325,2.293362555,1.14973216,22.9,3.051731196
New_Zealand_drained_fen_1,0,0,0,0.085176844,0.023027296,0,0.002166696,0,0.00491173,0.009190363,0.005253253,0.488684171,0.350538589,0.054825055,0.23750231,0.056035564,0.003982004,0,0.002245445,0.145568746,0,0.050581368,0,0.047971626,0.081128679,0.052874462,0,0.049562613,0.032681102,0,0.153962511,0,0.008107034,0.091242997,0.012163072,0,0.026684601,0.020951425,0,0,0,0.220912838,0.006648657,0,0.035970987,0.042718457,0.206558396,0.507473293,0.051570125,0.021284385,0.021599778,0.01567707,0.003982004,0,0.263405518,0,0.086847157,0.003064171,0.013349212,0.003982004,0,0.4663009,0.256469615,0.05890203,0.045148045,0.258782497,0.117966481,,New_Zealand_drained_fen_1,-37.4333,175.55,4.236666667,5,0.563333333,0.24,2.092685563,2.433631179,3.49610823,2.625350184,1.391464412,1.640911874,0.272615061,1.491361694,1.218746633,2.177055287,1.333111263,15.2,3.105510185
New_Zealand_fen_1,0,0,0,0.004819078,0,0,0.001743481,0.005282379,0.004264935,0.001743481,0.001582643,0.524507952,0.112352774,0.095397946,0.14135919,0.105092243,0.004127209,0,0.001743481,0.093637135,0.00179928,0.103488299,0,0.044092926,0.010582008,0.038654803,0,0.024300499,0.002465655,0,0.032394341,0,0,0.008057938,0,0,0.005481185,0.004699088,0,0.007622239,0.004048298,0.181032085,0.00179928,0,0.001582643,0.034116944,0.245238707,0.645750524,0.007396964,0.014756844,0.044095853,0,0,0,0.327979687,0,0.108467781,0,0,0,0.006342322,0.642242874,0.383187571,0.086608499,0,0.145259985,0.030720487,,New_Zealand_fen_1,-37.4333,175.55,3.61,2,0.83,0.796666667,1.683107103,2.80980653,2.792788444,2.696102904,0.089905111,1.252367514,-0.086186148,1.641143471,1.727329619,2.218360422,1.181843588,15.2,3.105510185
New_Zealand_fen_2,0,0,0,0.064980842,0.085396784,0,0.046817563,0.00703181,0.015496485,0.020666667,0,0.408230762,0.181915939,0.055099974,0.228578014,0.096022975,0,0,0,0.08436641,0,0.101585085,0,0.059352113,0.119510496,0.066601465,0,0.071039141,0.050979232,0.003919941,0.06587939,0,0.003111869,0.044407094,0,0,0.010787197,0.025201569,0,0,0.010951752,0.209231945,0.006789538,0,0.075192668,0.090033959,0.352601512,0.57466806,0.07606874,0.010391871,0.056481002,0.002947315,0.002947315,0.003919941,0.330122367,0.005543634,0.154800746,0,0,0.008216768,0,0.422232776,0.584807251,0.096176541,0,0.18626073,0.013574383,,New_Zealand_fen_2,-46.5356,168.4334,4.251666667,3,0.61,0.805,2.243757141,2.843256663,3.342004636,2.745920166,1.139196687,1.866444878,0.196820744,1.532329641,1.336297978,2.24674471,1.158362492,10.7,3.047664195
Pantanal_pasture_1,0.01510744,0.018537228,0,0.054295733,0.079260883,0.002133306,0.083246131,0.010456405,0.055361472,0.04278016,0.001847476,0.366756712,0.268860942,0.062974651,0.174268986,0.101978496,0.004774104,0.000762323,0,0.439212727,0.002016687,0.080489741,0.00504629,0.029002432,0.136569341,0.060541314,0.013158614,0.023970751,0.048502042,0.00484819,0.351800779,0.013238792,0.005069631,0.123333727,0.012682288,0.003777145,0.04631197,0.023484004,0.002756477,0,0.063778427,0.2275182,0.007649413,0,0.02267825,0.082412747,0.203364732,0.375010254,0.03655612,0.018035608,0.07048446,0.026090946,0.042196495,0.002496329,0.233394327,0.007416212,0.04142103,0.001945153,0.005843407,0.013325716,0.024332613,0.548986772,0.233809907,0.080474409,0.163067125,0.008876711,0.021812764,,Pantanal_pasture_1,-16.5054,-56.746,4.381666667,NA,0.011666667,0.7,-0.619788758,1.522509438,2.1775365,1.270989213,-1.582251592,0.142545884,-1.17609126,-0.245396871,0.929930839,2.25163822,1.403120521,26.5,3.107888025
