X,Archaea_unknown,Aenigmarchaeota,Altiarchaeota,Asgardarchaeota,Thaumarchaeota,Euryarchaeota,Hadarchaeota,Halobacterota,Hydrothermarchaeota,Iainarchaeota,Micrarchaeota,Nanoarchaeota,Thermoplasmatota,10bav-F6,Bacteria_unknown,Abditibacteriota,Acetothermia,Acidobacteriota,Actinobacteriota,AncK6,Armatimonadota,BHI80-139,Bacteroidota,Bdellovibrionota,CK-2C2-2,Caldatribacteriota,Caldisericota,Calditrichota,Campilobacterota,Chloroflexi,Chrysiogenetota,Cloacimonadota,Cyanobacteria,DTB120,Dadabacteria,Deferribacterota,Deferrisomatota,Deinococcota,Dependentiae,Desantisbacteria,Desulfobacterota,Edwardsbacteria,Elusimicrobiota,Entotheonellaeota,FCPU426,FW113,Fermentibacterota,Fibrobacterota,Firestonebacteria,Firmicutes,Fusobacteriota,GAL15,GN01,Gemmatimonadota,Halanaerobiaeota,Hydrogenedentes,Hydrothermae,LCP-89,Latescibacterota,MAT-CR-M4-B07,MBNT15,Margulisbacteria,Marinimicrobia_(SAR406_clade),Methylomirabilota,Modulibacteria,Myxococcota,NB1-j,NKB15,Nitrospinota,Nitrospirota,PAUC34f,Patescibacteria,Planctomycetota,Poribacteria,Proteobacteria,RCP2-54,SAR324_clade(Marine_group_B),Schekmanbacteria,Spirochaetota,Sumerlaeota,Sva0485,Synergistota,TA06,TX1A-33,Thermodesulfobiota,Verrucomicrobiota,WOR-1,WPS-2,WS1,WS2,WS4,Zixibacteria
Colombia_paramo,0.555555556,9.555555556,15.66666667,22.77777778,567.3333333,1.222222222,0,468.6666667,0,0,85.77777778,183.2222222,199.1111111,0,198.5555556,0.666666667,0,12065.11111,880.1111111,0,347,0,1990.444444,388.3333333,4,0.666666667,0,0,0.333333333,3241.555556,0,0,527.3333333,0,0,0,0,0,115.6666667,0,1312.777778,2.777777778,397,0,153.2222222,0,0,123.2222222,18.11111111,226.2222222,0.333333333,5.777777778,0,161.7777778,0,10.88888889,0,0,38.22222222,0,1.777777778,2.777777778,3.555555556,69.33333333,0,2531.777778,81.33333333,0,0,403,0,267.7777778,7483.555556,0,11913.22222,233.7777778,174.6666667,0,831.3333333,27.22222222,58.11111111,0,79.44444444,0,10.88888889,5037.777778,5.222222222,2678.777778,16,0.222222222,11.22222222,6.777777778
Estonia_drained_floodplain,1,0.111111111,0,0,438.8888889,2.888888889,0,2.777777778,0,0.111111111,0.222222222,12.55555556,2.333333333,0,139.6666667,0.222222222,0,3743.333333,5235.777778,0.111111111,63.77777778,0,2062,126,0,0.222222222,0,1,0.555555556,1567.777778,0,0.333333333,123.4444444,0,0.666666667,0,0.222222222,0,64,0,612.4444444,0,53.77777778,134,5.333333333,0.333333333,0,30,0,325.1111111,0,0.333333333,0.111111111,579.5555556,0,6.777777778,0,0,299.5555556,0,152.4444444,0,0.111111111,863.4444444,0,2228.111111,274.3333333,0,1.444444444,475.5555556,0.555555556,87.66666667,2207.222222,0,8269.555556,29.11111111,22.11111111,0,11.55555556,12.55555556,27.33333333,0,0,0,0,2431,0,3,0.111111111,3.222222222,0.777777778,9.666666667
Estonia_floodplain,6.444444444,6.333333333,7.222222222,1.333333333,374.5555556,246.8888889,0.222222222,155.8888889,0,0,8.111111111,137.6666667,50.88888889,0,254.6666667,0.222222222,0,4375,3186.777778,0.888888889,108.8888889,0,3530.444444,126.6666667,0,2.666666667,0.666666667,1,13.66666667,3985.666667,0,1.777777778,67.66666667,0,4.444444444,0,0.555555556,0,136.8888889,0,2077,0,77.66666667,70.44444444,16.88888889,0,0,70.55555556,2,742.3333333,17.22222222,0,3.555555556,482.5555556,0,11.77777778,0,5.111111111,291.5555556,0,335.6666667,1.222222222,0.666666667,795.6666667,1.111111111,2277.666667,419.6666667,0.111111111,0.333333333,695.2222222,1.111111111,290.4444444,2833.777778,1.666666667,13154.22222,81.55555556,36.55555556,0,309.1111111,14.77777778,511.1111111,0.111111111,11.33333333,0.111111111,0,2875.222222,2.333333333,5.333333333,4.666666667,10.88888889,1.888888889,41
Finland_drained_fen,6,0.166666667,0.111111111,4.055555556,541.7222222,81.27777778,0,412,0,0.333333333,17.61111111,234.7777778,61.94444444,0,359.5555556,7.333333333,0.055555556,22359.72222,5695.055556,0,804.9444444,0.222222222,10400.22222,766.5,0.055555556,1.277777778,0,0.055555556,18.83333333,5212.111111,0,0.111111111,1095.722222,0.055555556,0,0,0.055555556,0,767.5,0,4049.333333,0.277777778,498.9444444,0.222222222,473.2777778,0,0,370.4444444,1.333333333,773.1666667,0.111111111,0.444444444,0,251.0555556,0,8.055555556,0,0,86.61111111,0,60.88888889,2.166666667,10,71.55555556,0,3874.222222,2.666666667,0,2.388888889,2103.111111,0,2564.333333,7283.111111,0,32675.27778,709.6666667,94.83333333,0,2899,29.61111111,423.7777778,0,7.666666667,0,2.444444444,14055.88889,6.333333333,652.9444444,7.555555556,0.611111111,15.66666667,0.944444444
Finland_fen,85,182.7777778,209.5555556,119.1111111,3855.444444,312.1111111,10.11111111,3755.111111,0,3.888888889,334.7777778,2428.555556,2123.666667,0,693.7777778,1.222222222,0.555555556,9761.444444,2472.444444,0.111111111,703.6666667,0,17226,229.8888889,13.33333333,135.6666667,160.1111111,3,9.777777778,21345.44444,0,6.111111111,2038.666667,0,0,0,0,0,155.3333333,29.33333333,10205.22222,96.66666667,574.8888889,0,297,0,0,1364.333333,101.5555556,2120.444444,296.1111111,0,84.22222222,101.2222222,0,103.7777778,0,89.66666667,757,0,254.3333333,22.77777778,7.444444444,627.6666667,111.2222222,2527.555556,1.888888889,0.111111111,20.77777778,570.2222222,1.111111111,3255.777778,8179.777778,7.222222222,10280.33333,7.555555556,77.11111111,0,3461.666667,148.3333333,8197.333333,0,268.3333333,0,0.222222222,8720.666667,182.7777778,49.66666667,103.5555556,60.55555556,19.44444444,595.8888889
Florida_restored_wetland_dry,22.66666667,34.66666667,0.166666667,0,2168.5,242,3.166666667,1158.5,0,1.333333333,18.83333333,214.6666667,786,0,272.3333333,3.833333333,203,3512.5,1481,8.166666667,156.1666667,0,1840.5,202,0,0,0,12,0,6256.666667,0,0,1023.5,71.16666667,356.3333333,0,4.833333333,0.166666667,127.8333333,0,858.6666667,0,74.16666667,691.8333333,9,0.333333333,0,44.16666667,1.166666667,1261.666667,0.166666667,116,0,1080.666667,0,7.5,6,0,352.8333333,0,158.1666667,0.5,0,1973.666667,3.833333333,2130,275.3333333,0,5.333333333,2003.833333,2.666666667,444.8333333,2987.666667,0,12092.16667,63.16666667,16.33333333,0,97.5,23,552.1666667,0,0,0.666666667,0,796.3333333,2.666666667,9.833333333,2.166666667,4.666666667,11.16666667,147.1666667
Florida_restored_wetland_wet,25.66666667,342.3333333,205.6666667,17.66666667,7537.333333,274.6666667,57.33333333,1451,18,1.333333333,76.33333333,666.3333333,2238.666667,0,320.6666667,6,18.66666667,2344,1066.666667,0.666666667,132.3333333,0,1752.666667,18.66666667,0.666666667,3,0,12.33333333,60,8380.666667,0,0,85.66666667,11.66666667,10.66666667,0,13.66666667,0,246.3333333,7.666666667,3653.666667,9.333333333,110,35.66666667,21.33333333,0,0,30,0,586.6666667,15,108.6666667,2.666666667,769.3333333,0,18,0,33.66666667,240.6666667,0,435.3333333,11.33333333,0,2010.333333,69,1077.333333,58.66666667,0,3.333333333,4975.333333,2.666666667,874.6666667,1669.666667,7.666666667,13463.66667,101,40.66666667,9.333333333,695.6666667,55.33333333,4098.666667,0,69.66666667,0,0,1603,49,1,19.33333333,11,5,191
Florida_swamp_forest_1,9.333333333,17.33333333,1.666666667,1.583333333,625.1666667,1076.75,1.333333333,353.4166667,0,0.166666667,2.666666667,168.8333333,193.25,0.166666667,402.25,1.25,0.083333333,7128.666667,7215.916667,2.416666667,268.0833333,0,4831,542,0,0.5,0,7.75,1,6692.166667,0,0.416666667,282.1666667,0,96.25,0,0.666666667,0,761.6666667,0,1978.5,0.083333333,152.8333333,179.25,36.75,0.083333333,0,49.41666667,0.333333333,1325.166667,0.25,1.333333333,4.25,1168.583333,0,40.5,0,1.166666667,556.3333333,0,250.75,2,0.916666667,1155.25,0.833333333,4393.5,1326.75,0,0,664.1666667,2.666666667,511.1666667,6335,0,23445.58333,60.91666667,122.4166667,0,573.5,44.91666667,1168.083333,0,11.33333333,0,0,2432.333333,0,22.75,5.75,12.75,6.333333333,67.5
Florida_swamp_forest_2,11.25,47.16666667,1.083333333,4.5,1158.833333,644.0833333,2.666666667,289.5833333,0,0.166666667,7.166666667,267.1666667,217,0,426.5833333,1,11.75,5736.5,2644.25,4.833333333,159.6666667,0,5801,477.4166667,0.333333333,0.25,0.166666667,31.33333333,2.166666667,5167.583333,0,1,206,0.75,154.3333333,0,2.416666667,0,324.8333333,0,1956.75,0.416666667,208.75,213.9166667,68.66666667,0.166666667,0,80,0.916666667,604.75,1.083333333,2.833333333,1.916666667,1237.833333,0,34.5,0,3.416666667,417.25,0,314.25,7.333333333,0.5,1391.166667,2.75,4123.333333,714.5,0,0.083333333,1342.25,6.583333333,391.25,3590.75,0.166666667,18553.08333,149.25,110.6666667,0,990.4166667,43.75,1508.166667,0.083333333,5.083333333,0.083333333,0,2624.833333,3.833333333,7.416666667,3.833333333,6.083333333,4.083333333,137.4166667
Florida_tomato_field,4.25,6.75,0.25,0,1002,146.5,2.75,108.5,0,0,1,24.25,192.5,0,436.5,1,0,4154,5641.25,6,84,0,2685.25,224.25,0,0.75,0,2,0,3801.5,0,0,63.75,0,317.75,0,6.75,0,243.25,0,910,0,169.5,350,7,0,0,23.75,0,2703.5,0,71.25,0,902.25,0,7.5,0,0.25,238,0,294.25,1,0,2281.5,0,2107,216,0,0,1063,0,265.75,2283.25,0,13783,145.5,21.5,0,82,8.5,989.5,0,0.25,0,0,4599.25,0,10,1.75,2.25,1.5,3
France_transitional_bog_1,1,0.5,0.285714286,0.071428571,233.6428571,19.85714286,0,25.28571429,0,0,17.14285714,27.42857143,30.21428571,0,68.21428571,0.571428571,0,6105.714286,959.2857143,0,147.5714286,0,774.8571429,185,0,0.714285714,0,0,0.928571429,418.7857143,0,0.071428571,280.2142857,0,0,0,0,0.142857143,117.6428571,0,431.9285714,0,128.1428571,0,67.14285714,0,0,16.42857143,0.428571429,123.9285714,0,8.857142857,0,48.35714286,0,0.571428571,0,0,3.428571429,0,18.35714286,0.071428571,0.357142857,3.785714286,0,926.8571429,25.14285714,0,0.071428571,348.8571429,0.071428571,180.6428571,3465.857143,0,6904.928571,445.7142857,39.78571429,0,91.92857143,2.285714286,7.142857143,0,0.285714286,0,0.071428571,2516.5,0.285714286,599.5,1,0,1,0.071428571
France_transitional_bog_2,1.285714286,0.428571429,0,0.5,783.7142857,30.71428571,0,119.2857143,0,0,43.42857143,102.5714286,129.2857143,0,142.2857143,0.857142857,0,9502.857143,1616.214286,0,209.7142857,0,1380.214286,272.8571429,0,1.714285714,0,0,2.071428571,933.2142857,0,0.071428571,384.2857143,0,0,0,0,0,259.8571429,0,1233.928571,0,217.4285714,0,116.3571429,0,0,30.35714286,0.5,341.9285714,0,17.85714286,0,104.2142857,0,1.428571429,0,0,10.14285714,0,50.57142857,0.857142857,0.857142857,13.5,0,1532.857143,52.42857143,0,0.857142857,1129.357143,0,387.9285714,6137.214286,0,11526,707.9285714,57.85714286,0,314.7142857,8.071428571,9.5,0,0.214285714,0,0.642857143,3904.428571,2.5,939,2.214285714,0,6.071428571,0.857142857
French_Pyrenees_fen,18,13,13.44444444,2,566.2222222,27.22222222,0,100,0,0,16.33333333,309.3333333,42,0,317.5555556,0.888888889,1.222222222,6471,1764.555556,1.333333333,110.1111111,0,3766.888889,177.5555556,0.777777778,0.777777778,0.111111111,5.444444444,48.77777778,4045.888889,0,1.222222222,140.2222222,1.666666667,57.22222222,0,4.666666667,0.222222222,108.1111111,0,1892.777778,0,179.5555556,23.77777778,72,1,0,111.1111111,0.666666667,604.6666667,6.444444444,0.111111111,3.888888889,1235.222222,0,35.77777778,0,8.222222222,604.2222222,0,579.5555556,1.444444444,0.333333333,529.5555556,2.222222222,1555.555556,212.2222222,0,18.55555556,1657.555556,2.444444444,467.1111111,3018.444444,0.111111111,12217.66667,118.3333333,155.2222222,0.333333333,491.4444444,27.77777778,124.4444444,0,12.22222222,0,0,3014.666667,14.77777778,72.22222222,9,7,3.777777778,115.3333333
Iceland_drained_fen,0.375,4.25,1,0.25,119.125,18.125,0.625,25.75,0,0,3.375,30.875,51.25,0,69.125,0.25,0,2957.125,1202.875,0,39.875,0.125,1284.125,92.25,0,0.625,1.75,0.125,2.5,1609.5,0,0,31,0,0,0,0,0,44.625,0,802.625,1.25,80.625,0.375,13.875,0,0,14.625,0.375,198.875,0.25,0,1.5,123.625,0,3.75,0,2.875,72,0,167.375,0.125,0,134.125,4.625,732.875,14.75,0,0.375,758.375,0,378,868.875,0.125,5603.25,39.25,11.5,0,113.5,5.5,141.375,0,8.625,0,0,1072.5,1.375,26.625,3.5,1.125,0.25,3.125
Iceland_drained_fen_2,0.25,0.5,0,0,3.25,12,0,3.25,0,0,0.5,3.25,1.5,0,76.25,3.25,0,4091.5,3566.75,0.25,206.75,0,3107.75,156.75,0,0.5,0,0,0,1972.75,0,0,56.75,0,0,0,0,0,90,0,717.25,0,118.25,4.25,8.25,0,0,22.75,0,448.25,0,0,0,704,0,1.25,0,0,105.5,0,50.25,0.25,0,100.25,0,1601,21.75,0,1,134.75,0,224,2388.25,0,8014.75,16,35.75,0,13.75,16,2.75,0,0,0,0,2386,0,38.75,0.25,2,0.75,0.5
Iceland_fen_1,4.5,12.25,25.25,0,160.75,160.75,0,123.75,0,0,11,303.25,34.25,0,99.75,0.5,0,3676,2510.75,0.75,136.75,0.5,5038,160.25,0,4.25,25.5,0,22.25,3997.75,0,7.25,59,0,0,0,0,0,60.25,0,1674,0,223.5,2.75,28.75,0,0.25,72.75,1.25,511,2.5,0,5.25,377.5,0,11.5,0,5.5,149.5,0,621,1,1,256.5,1.75,1452.5,12.75,0,42.25,1999.5,0.75,766.5,1099.75,1.5,8435.25,8.75,14.5,0,199.25,33.75,203,0,14.5,0,0,2873,19.25,15.5,8.75,8,5.25,28.5
Khabarovsk_drained_fen,0,0,0.2,0,901.6,297.4,0,250.2,0,0,1.8,46.8,44.8,0,101.2,0.4,0.2,8145.8,1887.6,0,121.6,0,1812.4,129.6,0,0.2,0,0,24,9710.2,0,28.4,83.4,0,2.2,0,0.4,0,40.2,0,394.4,0,174,0,76.2,0,0,28.6,4,254,0.4,139.2,0,475.8,0,3.6,0,0,44.8,0,16.6,0.6,0.2,62,0,1080.2,23,0,0.2,283.6,0,382.2,2224.8,0,5849.8,314.4,4.6,0,87,16.4,14,0,0,0.4,0,6978.4,1.2,809.6,2.6,1.8,3.4,1.4
Khabarovsk_fen,4.333333333,0.666666667,1.333333333,0,1014,898.3333333,0,1329.333333,0,0,5.333333333,238.6666667,84,0,189.6666667,1,0,8723.666667,1701.333333,0,230.6666667,0,8121.333333,252.3333333,0.333333333,0,0.666666667,0,40.33333333,9113,0,89.33333333,237,0,0,0,3.666666667,0,78,0,2021.333333,0,320,0,83.66666667,0,0,113.6666667,18.66666667,692.6666667,1.666666667,0.333333333,0,567.6666667,0,26.33333333,0,5.333333333,324.3333333,0,386,7.333333333,1.333333333,111.6666667,0,2285.666667,0,0,14.33333333,1777.333333,0,1138,2174.333333,0,10979,49.33333333,6,0,439,50.66666667,63.66666667,0,0,2.333333333,0,2952.333333,10.33333333,30.66666667,14,8.333333333,9,7.333333333
Kyrgyzstan_drained_fen,6,0.625,8,0,89.25,47.375,0,23.5,0,0.125,4,109.75,11.875,0,170.25,0.375,0,4116.75,1843.25,0.75,69.875,0,3891.625,183.75,0,1,0.5,0.625,4.75,2876.25,0,0.375,96.625,0,0,0.125,0,0,59.625,0,820.625,0,219.75,51.875,12.125,0.5,0.125,44,0.125,608,0.25,0,0,522,0.75,18,0,1.125,190.625,0,328.25,1.625,0,534.125,1.125,1688.375,654.25,0,15.75,382.5,7.75,534,2116.5,0.125,10292.5,135.875,25.5,0,79.5,16.625,15,0,0.875,0.125,0,1930.875,0.375,9,1,8.625,0.25,13.125
Kyrgyzstan_fen_1,5.875,0.5,0.625,0,73.875,25.25,0,13.25,0,0,4.5,144.75,18,0,100.875,0.125,0,1711.125,2111.75,0.25,92.125,0,3265.5,104.625,0,1.625,9.375,0.875,191,2383.875,0,4.875,123.25,0,0.125,0.5,0,0,59.25,0,1216.375,0,128.125,10.625,17.5,0,1.75,46.75,1.5,262,17.125,0,0.375,250.75,0,12.375,0,4.625,233.25,0,206.125,0.75,0.125,123.625,0.25,677,196.875,0,36.5,311,1.5,369.625,1114.25,2.625,6846.5,29.375,21.25,0,79.5,12.125,34.25,0,6.5,0,0,1301.875,2.25,7.625,3.125,4.75,1.125,21.5
Kyrgyzstan_fen_2,6.25,1.75,7.375,0,158.625,85.25,0,118.125,0,0,8.25,266.375,73.625,0,119.875,0.625,0,1913.75,1676.5,0.375,132.625,0,4862.875,106,0.625,4.625,33.5,6.75,47.5,3957.5,0,25.25,107.875,0,0,0,0,0,42.625,0,2283.125,0,79.625,16.5,18.625,0.25,11,52.75,0.125,538.625,4.625,0,3.875,123.625,0,28,0,20.875,254.5,0,139.125,2.375,0.75,111.625,10.625,611.25,182.25,0,51.5,264.5,1.125,285.5,1304.5,4.75,6780.375,25.125,21.125,0,236.25,26.625,91.125,0.25,37,0,0,1576.5,5.375,8.5,12.125,15,2.625,48.125
Mexico_chinampa_1,6.111111111,7.555555556,0.222222222,0,755.5555556,2,0,11.11111111,0,0,0,29.22222222,29.77777778,0,102.5555556,0.555555556,0,1745.111111,2431.888889,0.555555556,58.55555556,0,2113.777778,244,0,0,0,10.44444444,0.222222222,1441,0,0,174.7777778,0.111111111,10.33333333,0,0,8.666666667,35.55555556,0,62.66666667,0,42.33333333,139.6666667,2.222222222,0,0,16,0,738.6666667,0.111111111,3.222222222,0,1207.111111,0,24.11111111,0,0.555555556,73.22222222,0,28.11111111,0,0.111111111,281.2222222,0,942.8888889,193.8888889,0,0.222222222,183.6666667,0.444444444,113.1111111,1686.444444,0,6268,33.88888889,38.44444444,0,5.111111111,28.77777778,8.666666667,0,0.111111111,0.444444444,0,606.7777778,0,2.111111111,0,4.777777778,0,16.77777778
Mexico_chinampa_2,7.888888889,6.666666667,0,0,1055.555556,4.111111111,0,9.222222222,0,0.333333333,0.111111111,51,7.111111111,0,174.3333333,1,0,2867.666667,3099.222222,0.222222222,46.44444444,0,2558.888889,213.8888889,0,0,0,102.3333333,0.444444444,2345.444444,0,0,64.11111111,0,21.11111111,0,0.666666667,9,117.8888889,0,240.4444444,0,91.66666667,361.3333333,8.111111111,0.444444444,0,39.55555556,0,766.8888889,0,2.555555556,0,1501.666667,0,54.55555556,0,0.111111111,171.3333333,0,78.44444444,0.444444444,0.111111111,566.3333333,0,1325.555556,438.3333333,0,0,492.6666667,0.555555556,216.2222222,2923.333333,0,9820.111111,109.8888889,46.88888889,0,20.88888889,37.11111111,1.777777778,0,0,0.111111111,0,959.2222222,0,3.444444444,0,7.333333333,0.333333333,22.66666667
Mexico_fen,43.33333333,8.777777778,0,3.333333333,118.5555556,60.55555556,2.333333333,136.5555556,0.111111111,0,10.88888889,84,88.11111111,0,113.7777778,0.555555556,18.55555556,1919.333333,1011.111111,0,53,0,3856.777778,302.3333333,0,6.333333333,0.888888889,257.8888889,165.4444444,5273.333333,0,2.222222222,742.1111111,0.111111111,2.888888889,0,1.555555556,43.11111111,82.77777778,0,1222.888889,0,34.55555556,0.666666667,14.44444444,0.777777778,0.888888889,36,0,558.6666667,49.88888889,1.333333333,0.333333333,430.8888889,0,31.11111111,0,1.333333333,96.44444444,0,61.88888889,2.444444444,0,89,0,1080.333333,50.66666667,0,1.555555556,329.6666667,1.777777778,402.5555556,1567.333333,1.444444444,7304.666667,7.666666667,40.11111111,0,170.4444444,21.55555556,88.33333333,0,6.888888889,0.333333333,0,998.4444444,6.555555556,9.666666667,6.222222222,3.666666667,1.444444444,22.44444444
Montana_Bog_1,1.111111111,0.111111111,0,0,8.444444444,75.11111111,0,5,0,0,0.111111111,36.88888889,5.666666667,0,223.2222222,9.333333333,0,6807.222222,7191,0.111111111,338.8888889,0,14042.33333,648,0,1.777777778,0,0.222222222,0,3210.555556,0,0,317.4444444,0,0,0,0,0,268.4444444,0,480,0,271.1111111,34.77777778,21.55555556,0,0,180.8888889,0,463.3333333,0.111111111,0,0,883.5555556,0,11.55555556,0,0.111111111,559.6666667,0,163.5555556,1.444444444,0.555555556,71.66666667,0,3130.222222,48,0,1.666666667,151.1111111,0,721.7777778,5834.777778,0,26646.66667,35,79.77777778,0,124.6666667,55.88888889,2.777777778,0,0,0,0,7295.444444,0,55.33333333,0,9.444444444,0.666666667,21
Montana_bog_2,11.22222222,2.333333333,2,0,263.4444444,227.7777778,0,80.77777778,0,0.111111111,1.777777778,114.6666667,17,0,432.2222222,1.333333333,0.222222222,8409.444444,4964.444444,3.444444444,164.5555556,0,8327.888889,597,0,0.111111111,0,0.777777778,1.222222222,4476,0,0.222222222,836,0,0.111111111,0,0,0,220.8888889,0,1005.777778,0,396,155,16,0,0,115.2222222,0.222222222,761.5555556,0,0.444444444,0.111111111,981.6666667,0,44.33333333,0,0.777777778,499.1111111,0,313.4444444,1.555555556,0,942,0,3526,631.5555556,0,4.333333333,1071.444444,3.777777778,591.8888889,5721.333333,0.222222222,24063.33333,210,72,0.111111111,80.44444444,37.55555556,90,0,0,0,0,4607.888889,0.111111111,5,0.222222222,19.11111111,0.222222222,26.88888889
Morocco_bog_1,7.555555556,0.444444444,0,0,17,10.77777778,0,3.555555556,0,0,15.11111111,53.88888889,4,0,56.88888889,0.666666667,0,3159,701.1111111,0,89.55555556,0,1816.333333,225.7777778,0,1.222222222,0,0,6.444444444,989.2222222,0,0,262.5555556,0,0,0,0,0,71.88888889,0,218.6666667,0,235.3333333,0,185.2222222,0,0,103.1111111,0.444444444,240.2222222,0.111111111,0.222222222,0,84.77777778,0,0.777777778,0,0.333333333,29.66666667,0,31.66666667,0.777777778,0,27.11111111,0,574,0.888888889,0,0.222222222,43.33333333,0,189.8888889,1852.333333,0,4399.666667,47.66666667,19.33333333,0,33.55555556,2.777777778,1.555555556,0,1.555555556,0,0.777777778,3138.888889,0.333333333,107.1111111,0.111111111,0.222222222,0.444444444,0.222222222
Morocco_bog_2,5.233333333,11.1,0.6,7.9,1591.033333,32.46666667,0.8,62.53333333,0,0,58.2,104.3,151.8333333,0,170.9666667,1.066666667,0.8,12898.53333,1154.1,0.133333333,200.2666667,0,1956.3,495.2666667,0,1.033333333,0.1,0.166666667,0.7,5727.633333,0,0.066666667,382.6333333,0.033333333,3.3,0,0.133333333,0,159.2333333,0,1172.2,1.333333333,462.8666667,0,80.33333333,0,0,52,0.533333333,790.1333333,0.2,4.8,0.066666667,198.7666667,0,2.7,0,0.966666667,84.26666667,0,228.4333333,1.366666667,1.533333333,191.3,0.066666667,1420.133333,93.06666667,0,1.366666667,1803.533333,0,499.5666667,5137.6,0,10632.13333,407.3333333,95.9,0,274.0666667,8.166666667,221.0666667,0,1.266666667,0.366666667,0.933333333,3897.4,5,270,1.433333333,0.1,0.966666667,5.866666667
Myanmar_drained_fen_1,7,8.214285714,2.142857143,1.571428571,416.4285714,57.57142857,0.142857143,55.42857143,0,0,0.428571429,93.28571429,20.21428571,0.071428571,118.3571429,0.428571429,1.142857143,1949.142857,1677.714286,0.785714286,56.85714286,0,1547.142857,109.9285714,0.071428571,0,1.5,26.71428571,12.92857143,2417.928571,0,0.785714286,235.7142857,0.428571429,8.928571429,0,1.285714286,0,51.71428571,0,442.3571429,0,42.64285714,54.92857143,14,0.5,0.071428571,17,0,430.6428571,0.428571429,2.357142857,0.142857143,481.6428571,0,15.42857143,0,0.857142857,195.5714286,0,77.64285714,0.5,0.071428571,226.6428571,0.071428571,844.5714286,191.2142857,0,1.214285714,380,1.142857143,114.0714286,1510.071429,0.142857143,5093,48.92857143,29.78571429,0,116,17.64285714,200.7857143,0,1.285714286,0.357142857,0,579.5,0.285714286,2.714285714,2.214285714,6.785714286,3.142857143,29.71428571
Myanmar_drained_fen_2,10.75,20.25,3.333333333,8,1127.75,73.5,2.916666667,143.5,0.083333333,0,2.416666667,103.1666667,87,0.083333333,134.25,0.416666667,1.666666667,2237.25,1300.833333,1.166666667,64,0,1659.666667,127.5,0.083333333,0.083333333,0.5,56.58333333,18.41666667,3026.75,0,0.25,140.4166667,1.666666667,28.16666667,0,1.583333333,0,65.83333333,0,527.5,0,56.08333333,91.58333333,17.08333333,0.25,0.083333333,27.25,0.083333333,350,5.25,10.08333333,0.083333333,519.25,0,17.41666667,0,1.083333333,249.4166667,0,103.5833333,1.166666667,0.083333333,465.25,0.5,1063.333333,349.4166667,0,5.25,452.0833333,1.75,138.25,1975.083333,0.25,5907.416667,58.33333333,35.83333333,0,168.5833333,22.91666667,314.75,0.083333333,3.083333333,0.333333333,0,676.5833333,0.666666667,3.083333333,4.416666667,9.583333333,1.916666667,49.66666667
Myanmar_fen,9.7,19.9,5.9,3.2,236.9,92.2,0.2,225.4,0.1,0,4.5,128,60.3,0.1,119.4,0.5,2.3,1465.7,703.7,1.6,45.6,0,2855.5,165.8,0.1,0.1,1.7,22.1,135.4,2239.7,0,1.2,120.4,0,12.4,0,0.6,0,41.3,0,801.2,0,72.9,28.1,27.1,0.2,0.4,69.3,0.2,308.9,14.1,0.1,0.6,193.7,0,17.8,0,5.6,173.1,0,45.6,3.3,0,115.5,2.4,992.4,304.9,0,1,274.1,1.6,167.5,1732.9,0.2,6261.6,20.6,26.7,0,439.2,16.9,142.3,0,4.8,0,0,1002.3,2.7,3.7,3.2,7.6,1.2,59.1
New_Zealand_drained_fen_1,0,0,0,0,304,16,0,0.333333333,0,0,0,2.666666667,3.666666667,0,47,1.333333333,0,6671.333333,3596.666667,0,85.33333333,0,1738.333333,100.3333333,0,0.666666667,0,0,0.333333333,781.3333333,0,0,71.66666667,0,0,0,0,0,66.33333333,0,177.6666667,0,96.66666667,0,120,0,0,32.66666667,0,727.6666667,0,4.666666667,0,269,0,4.666666667,0,0,35.66666667,0,19.33333333,0,0,0,0,1456.333333,2,0,0,39.66666667,0,55.33333333,1327,0,7319.333333,105.3333333,19.66666667,0,13.66666667,9,0.666666667,0,0,0,0,1939.666667,0,242.6666667,0.666666667,9.333333333,0.666666667,0
New_Zealand_drained_fen_2,0.333333333,0,0,0,9,15,0,0.666666667,0,0,0.333333333,6,1.333333333,0,75.66666667,4.666666667,0,6508.666667,2765.333333,0,140,0,2370,103,0,0,0,0,0,1508.666667,0,0,86.33333333,0,0,0,0,0,134,0,281.6666667,0,14,0,5.666666667,0,0,26,0,699.3333333,0,1,0,145.6666667,0,6.666666667,0,0,42,0,40.33333333,0.333333333,0,0,0,651.3333333,14.66666667,0,1,7.666666667,0,223.3333333,3476,0,10157,115.3333333,10,0,16,5.333333333,0.333333333,0,0,0,0,1504,0.333333333,222.3333333,0,20.66666667,0.333333333,4.666666667
New_Zealand_fen_1,1.333333333,0,0,0,1.333333333,0,0,0.333333333,0,0,2,1,0.333333333,0,183,0.333333333,0,10730,504,0,356,0,791.6666667,423.6666667,0,1,0,0,0.333333333,341.3333333,0,0.333333333,456,0,0,0,0,0,74.66666667,0,4.333333333,0,64.33333333,0,25,0,0,0.666666667,0,41.66666667,0,0,0,4,0,0,0,0,2,0,1.333333333,0,4.333333333,1,0,1248,0.333333333,0,0,0.333333333,0,49,2380.666667,0,15974.66667,6,9,0,76.66666667,0,0,0,0,0,0,4163,0,456.6666667,0,0,0,2.666666667
