Sample_name,SITE,Archaeal_diversity,Bacterial_diversity,Fungal_diversity,DistEqu,pH,MAT
RL_3.2_0-10,Romania_bog_2,2.69072915,4.6273337,1.629946841,47.2591,2.51,59
TM_a_II_-10_cm,Brazil_floodplain,3.73328416,6.41587363,0.918721727,28.5527,6.16,213
HAg_1-10,Khabarovsk_drained_fen,2.6926,5.29996405,1.037657597,48.49355,3.88,22
HAf_2-10,Khabarovsk_fen,2.78800902,6.12803322,1.46279294,48.497288,3.82,22
HAf_1-10,Khabarovsk_fen,2.60408995,6.62628096,1.548000355,48.497288,3.78,22
B7-10,Tasmania_blanket_bog,0,5.53449168,1.932113389,42.881,2.95,102
Awarua_6_0-10,New_Zealand_fen_2,2.37046775,6.26013691,1.66136742,46.5356,3.17,107
f_14.10,Kyrgyzstan_fen_2,3.82797045,6.79143069,0.47073445,41.894,5.77,-21
Haru1B1,Tierra_del_Fuego_bog,1.7699673,5.77763472,1.41413013,54.74044,2.68,53
KL_3-10,Uganda_drained_fen_2,3.12457283,6.52611761,1.654733913,1.12,4,180
MMg06,Myanmar_drained_fen_2,4.01095128,7.38797041,1.229845918,20.639371,6.55,229
Haru1C1,Tierra_del_Fuego_bog,2.67480027,5.89202208,1.775488954,54.74044,2.77,53
OII_2_0-10,Iceland_drained_fen,2.03301468,4.80676192,1.718729547,64.8332,4.15,45
BRf_30-10,Pantanal_pasture_3,4.26534727,7.06180873,0.914568322,16.5398,3.61,264
BRf_26-10,Pantanal_pasture_3,4.89061058,7.15466409,0.955357684,16.5398,4.07,264
V2-10,Siberia_bog,2.6396837,4.99945678,1.064522735,60.88,2.57,-6
HAf_1-10,Khabarovsk_fen,2.60408995,6.62628096,1.51206993,48.497288,3.78,22
HAg_2-10,Khabarovsk_drained_fen,2.33993636,5.6871399,1.298375592,48.49355,3.78,22
CR8_0-10,Morocco_bog_2,2.47499608,6.46086874,1.764596363,35.1866,3.62,151
BRf_33-10,Pantanal_pasture_3,4.46776805,6.96128766,0.846284201,16.5398,3.37,264
Vega5B1,Tierra_del_Fuego_fen,1.50478828,6.49246596,1.677934494,54.74044,4.94,53
Kopu_4_0-10,New_Zealand_fen_1,0,6.10849628,1.522117725,37.4333,3.7,152
MX_g_6-5,Mexico_chinampa_2,2.7514043,6.97911189,0.642679083,19.29,7.69,167
MX_f_6-5,Mexico_fen,3.7180278,6.29358566,0.249707019,19.2862,7.37,167
BRf_28-10,Pantanal_pasture_3,4.43965445,7.23902832,1.277591029,16.5398,3.8,264
C_(H)_9_0-10,Morocco_bog_2,2.47814841,6.72157844,1.672737049,35.1866,3.7,151
BRf_26-10,Pantanal_pasture_3,4.89061058,7.15466409,0.985910588,16.5398,4.07,264
MYa_12-10,Borneo_drained_swamp,2.92734797,5.27460521,1.58487213,5.323896,2.27,272
Awarua_1_0-10,New_Zealand_drained_fen_2,1.97300141,7.0204517,1.960136998,46.5356,5.78,107
BRf_33-10,Pantanal_pasture_3,4.46776805,6.96128766,0.915503146,16.5398,3.37,264
Vega1A1,Tierra_del_Fuego_fen,2.94614821,6.36540279,0.756360246,54.74044,4.76,53
FIN_LD_A3_0-10,Finland_drained_fen,0.69314718,6.3987728,1.703096281,67.99785,2.99,1
BRf_31-10,Pantanal_pasture_3,4.73811353,7.0060513,0.702393706,16.5398,3.42,264
BRf_31-10,Pantanal_pasture_3,4.73811353,7.0060513,0.684222644,16.5398,3.42,264
HAg_3-10,Khabarovsk_drained_fen,2.76687855,5.2522167,1.746574567,48.49355,3.68,22
KK9,Estonia_drained_floodplain,2.04705056,6.54993849,1.667870885,58.4236,5.36,57
KL_1-10,Uganda_drained_fen_2,2.91536265,6.46649639,0.935751892,1.12,3.6,180
MX_f_5-5,Mexico_fen,2.74697988,5.88816409,0.410326976,19.2862,7.29,167
P2_0-10,French_Pyrenees_fen,4.05870835,7.09344461,0.656205737,42.8032,5.27,68
Awarua_2_0-10,New_Zealand_drained_fen_2,1.03972077,6.54133259,1.514201147,46.5356,4.57,107
HAg_2-10,Khabarovsk_drained_fen,2.33993636,5.6871399,2.020092102,48.49355,3.78,22
HAf_2-10,Khabarovsk_fen,2.78800902,6.12803322,1.646376974,48.497288,3.82,22
BRf_29-10,Pantanal_pasture_3,4.61403626,7.27067581,1.032165032,16.5398,3.73,264
CD2-10,Florida_restored_wetland_dry,3.8101738,7.34439368,1.120715312,26.46488,6.96,233
PC1_0-10,Florida_swamp_forest_2,3.03449509,7.30289787,1.177159269,26.38,5.42,233
B1-10,Tasmania_blanket_bog,0,5.01434207,0.606490214,42.881,2.88,102
RB3,Montana_bog_2,2.50743166,7.04308936,1.761206773,45.582581,6.17,68
TF2-30,Florida_tomato_field,3.73978786,6.27831413,0.921533144,26.3793,5.54,233
MX_g_7-5,Mexico_chinampa_2,3.12214908,7.01219769,1.412223386,19.29,7,167
Vega3A1,Tierra_del_Fuego_fen,3.22592414,5.88515441,1.172735755,54.74044,5.6,53
B9-10,Tasmania_blanket_bog,0,5.5996903,1.971840911,42.881,2.95,102
BRf_29-10,Pantanal_pasture_3,4.61403626,7.27067581,1.05153909,16.5398,3.73,264
Awarua_4_0-10,New_Zealand_fen_2,2.19462805,6.39740302,1.651323491,46.5356,3.49,107
H_II_2__0-10,Quebec_drained_bog,2.83873668,6.9522067,1.731245208,45.1189,5,76
HAf_3-10,Khabarovsk_fen,2.62604897,6.64613821,1.08748497,48.497288,3.82,22
Haru5B1,Tierra_del_Fuego_bog,1.05492017,6.3539395,1.229696608,54.74044,3.21,53
Haru2B1,Tierra_del_Fuego_bog,1.09861229,5.8375678,1.049221069,54.74044,2.7,53
TM_u_II_0-10_cm,Brazil_floodplain,3.3188917,6.70277591,1.283854027,28.5527,5.85,213
A1-2-10,Siberia_bog,2.28144181,5.38654488,0.243361347,60.88,2.86,-6
Haru4B1,Tierra_del_Fuego_bog,2.13363136,6.13270725,1.004899179,54.74044,2.94,53
Haru5A1,Tierra_del_Fuego_bog,0,5.65877864,0.965394109,54.74044,2.84,53
TW_d4_0-10,Taiwan_recreation,4.58041938,7.21409164,0.602824528,22.2006,3.88,233
BM6-10,Tasmania_raised_bog,2.23213357,5.92849035,1.304715065,42.1744,3.23,84
HAf_3-10,Khabarovsk_fen,2.62604897,6.64613821,1.002349142,48.497288,3.82,22
TM_K_III_-10_cm,Brazil_floodplain,3.51822207,6.66797427,1.115252789,28.5527,6.85,213
GBr_7-10,Wales_blanket_bog,3.31483281,5.80026702,1.328524297,52.9997,3.06,76
P1_0-10,French_Pyrenees_fen,3.23597541,6.68379819,1.46782433,42.8032,5.02,68
D23-30,Uganda_rice_paddy,3.4769878,5.28076732,1.005741814,0.93371,5.06,226
WP2_0-10,Florida_swamp_forest_2,3.48919333,7.32485778,0.90449455,26.38,5.8,233
Haru1B1,Tierra_del_Fuego_bog,1.7699673,5.77763472,1.183148762,54.74044,2.68,53
Awarua_3_0-10,New_Zealand_drained_fen_2,0.95027054,6.36701138,1.5476754,46.5356,5.13,107
RB4,Montana_bog_2,2.37699235,7.06505366,1.525567839,45.582581,6.54,68
Kopu_6_0-10,New_Zealand_fen_1,1.09861229,6.03288744,1.389222279,37.4333,3.39,152
MMf06,Myanmar_fen,3.72241224,7.26543629,1.349701987,20.637093,6.82,229
LA_2_0-10,Morocco_bog_1,3.48506717,6.59453964,0.5689868,35.2703,4.04,179
LA_1_0-10,Morocco_bog_1,3.42733116,6.4763857,1.156344358,35.2703,4.51,179
RL_3.3_0-10,Romania_bog_2,1.16828245,4.58702056,2.005719114,47.2591,2.5,59
WP_2-10,Florida_swamp_forest_1,2.85219133,6.99705614,1.171855403,26.38,5.95,233
FIN_LD_A2_0-10,Finland_drained_fen,0,6.17164028,1.810977065,67.99785,2.85,1
BRS_5-10,Pantanal_swamp_forest,2.95077092,6.89900776,1.902086305,16.4833,4.1,265
FIN_LD_A1_0-10,Finland_drained_fen,1.3592367,5.93779059,1.871922472,67.99785,3.11,1
BRf_32-10,Pantanal_pasture_3,4.13797251,6.87361402,0.974902728,16.5398,3.52,264
RB5,Montana_bog_2,2.97781322,7.08570008,1.600101163,45.582581,6.7,68
MX_g_8-5,Mexico_chinampa_2,2.76448352,7.15184483,1.694481437,19.29,7.09,167
MX_f_4-5,Mexico_fen,2.91867092,6.94614859,0.542974513,19.2862,7.12,167
MYa_13-10,Borneo_drained_swamp,2.84777253,5.42408918,1.489938505,5.323896,2.22,272
PC3_0-10,Florida_swamp_forest_2,3.04375479,7.22911658,1.690084893,26.38,5.15,233
Kopu_5_0-10,New_Zealand_fen_1,0,5.94458554,1.435843971,37.4333,3.74,152
Haru1A1,Tierra_del_Fuego_bog,2.35929166,5.8114118,1.797380495,54.74044,3,53
TK_u_I_-10_cm,Brazil_drained_floodplain,3.23572444,6.63740335,1.61641152,28.5523,6.8,213
H2_0-10,Iceland_fen_1,3.58491929,6.40597733,1.329292642,64.34564,NA,36
TW_f5_0-10,Taiwan_fen,3.74231978,4.63955582,1.177863649,22.2011,4.19,233
SN3-10,Tasmania_drained_fen_2,1.66192264,6.58379432,1.501578574,40.9231,5.98,131
KK1,Estonia_drained_floodplain,2.71172024,6.93814793,1.43293878,58.4236,6.84,57
TW_d3_0-10,Taiwan_recreation,4.64843878,7.21935734,1.025427521,22.2006,3.96,233
BM3-10,Tasmania_raised_bog,2.33297205,5.71884572,1.259586716,42.1744,3.05,84
H3_0-10,Iceland_fen_1,3.63628892,6.42196386,1.052440957,64.34564,NA,36
PC_2-10,Florida_swamp_forest_1,2.57455553,7.03569249,1.741143462,26.38,5.35,233
MYa_11-10,Borneo_drained_swamp,2.79904016,4.98564268,1.31252338,5.323896,2.17,272
FIN_LD_A1_10-20,Finland_drained_fen,3.18620773,6.73997315,1.64476223,67.99785,3.72,1
TW_d5_20-30,Taiwan_recreation,4.32029086,7.12125021,0.459915157,22.2006,3.89,233
WP_3-10,Florida_swamp_forest_1,2.25474852,7.09280777,1.282881719,26.38,5.69,233
TW_d6_20-30,Taiwan_recreation,4.77177792,6.00812815,0.989813143,22.2006,3.97,233
TM_a_III_-10_cm,Brazil_floodplain,3.04535395,6.71638237,1.134391954,28.5527,6.42,213
S_5-10,Bashkortostan_drained_fen,2.79402266,6.98600219,1.24571799,55.5476,7.14,42
B8-10,Tasmania_blanket_bog,0,5.17825855,0.665143725,42.881,2.78,102
RS_1_0-10,Romania_bog_forest_2,2.22401015,4.33874464,1.210180125,47.2591,2.65,59
H_III_2__0-10,Quebec_drained_bog,2.94428894,6.98464421,1.920009092,45.1189,4.68,76
GBk_4-10,Wales_drained_bog,2.85620684,5.44717283,1.66774189,52.9692,2.86,76
TW_d2_20-30,Taiwan_recreation,4.45841522,7.19812102,1.113137306,22.2006,3.89,233
RB2,Montana_bog_2,3.12184049,7.01673682,1.594006125,45.582581,6.29,68
WP_1-10,Florida_swamp_forest_1,2.45139836,7.17817793,1.450623655,26.38,5.58,233
TW_d9_0-10,Taiwan_recreation,4.47767411,7.23876962,1.25615977,22.2006,4.01,233
TW_f2_0-10,Taiwan_fen,3.93006237,7.21017375,1.436362514,22.2011,3.96,233
MMg06,Myanmar_drained_fen_2,4.01095128,7.38797041,1.373134803,20.639371,6.55,229
RC_3-10,Uganda_drained_fen_1,3.94186081,7.03922975,1.600893651,1.342,4.98,183
MMg11,Myanmar_drained_fen_2,2.84195092,7.17829411,1.252044302,20.6108,7.29,229
LA_6_0-10,Morocco_bog_1,2.56494936,6.69061731,1.666869341,35.2703,4.05,179
Vega4C1,Tierra_del_Fuego_fen,2.2270371,6.02350082,1.089107104,54.74044,5.43,53
BRf_22-10,Pantanal_pasture_2,3.25563464,6.90251598,0.825481157,16.512,4.16,265
TW_d3_20-30,Taiwan_recreation,4.50339415,7.06790488,0.793737385,22.2006,3.87,233
SM1-10,Tasmania_drained_fen_1,0.80308367,6.33358104,1.585978095,40.866502,4.07,132
TW_d1_0-10,Taiwan_recreation,4.61766708,6.73856347,1.391375491,22.2006,3.89,233
PC_3-10,Florida_swamp_forest_1,2.4458033,6.90601599,1.536135118,26.38,5.28,233
MMf07,Myanmar_fen,3.62928744,7.31098821,0.960203449,20.637093,6.5,229
COBG-4,Colombia_drained_paramo,3.13810606,6.26336807,1.601030228,6.643138,3.98,111
DS_2-10,Florida_swamp_forest_1,3.67089282,7.13825595,1.643119137,26.38,5.1,233
MX_f_3-5,Mexico_fen,3.82222339,7.32788985,1.186979122,19.2862,6.28,167
MX_a_7-5,Mexico_chinampa_1,3.17386712,7.21406729,1.71717057,19.29,7.35,167
TW_d5_0-10,Taiwan_recreation,4.20908,7.08325895,1.061611996,22.2006,3.98,233
BRf_25-10,Pantanal_pasture_2,3.86033592,6.74540945,0.557675632,16.512,4.16,265
COBG-3,Colombia_drained_paramo,3.01616741,6.18087361,1.798106212,6.643138,3.94,111
MMg10,Myanmar_drained_fen_2,3.17837134,7.18016233,1.006710919,20.6108,7.33,229
TW_d8_20-30,Taiwan_recreation,4.72375079,7.16456821,0.594083798,22.2006,3.89,233
COBG-2,Colombia_drained_paramo,3.98841198,6.4577429,1.801300579,6.643138,3.99,111
H_I_1_0-10,Quebec_drained_bog,3.50704714,7.07225636,1.523653282,45.1189,5.35,76
I6-10,Bashkortostan_fen,3.92739482,6.84899565,0.671512093,55.4804,5.89,41
TM_u_III_0-10_cm,Brazil_floodplain,3.32876527,6.66470411,1.029493569,28.5527,6.03,213
TW_f1_0-10,Taiwan_fen,4.15782785,7.18388608,1.682100805,22.2011,4.07,233
I5-10,Bashkortostan_fen,2.83067911,6.61410124,1.275538426,55.4804,6.08,41
TW_d8_0-10,Taiwan_recreation,4.98113279,7.27397072,0.967693709,22.2006,3.95,233
LA_7_0-10,Morocco_bog_1,3.29637429,6.62244898,1.481711846,35.2703,4.09,179
TK_a_III_0-10_cm,Brazil_drained_floodplain,3.12452929,6.65131842,1.198424798,28.5523,5.17,213
H4_0-10,Iceland_fen_1,3.43427795,6.40340459,1.297903538,64.34564,NA,36
MX_f_1-5,Mexico_fen,2.12892885,7.12141924,1.199927335,19.2862,6.7,167
RB7,Montana_bog_2,3.22693565,7.06200072,1.543973392,45.582581,6.02,68
Vega3B1,Tierra_del_Fuego_fen,3.78434589,5.98544055,1.375718039,54.74044,5.41,53
S_4-10,Bashkortostan_drained_fen,2.80312943,6.98307793,1.467093932,55.5476,7.03,42
MX_f_7-5,Mexico_fen,3.3851473,6.0981771,0.444886154,19.2862,7.56,167
KL12,Estonia_floodplain,3.54462201,6.92304377,1.373705937,58.4142,5.34,57
TK_u_II_-10_cm,Brazil_drained_floodplain,3.49187028,6.50474677,0.82922587,28.5523,5.48,213
LA_3_0-10,Morocco_bog_1,3.00476704,6.57550076,1.379083282,35.2703,4.22,179
FIN_LD_B2_10-20,Finland_drained_fen,3.46458429,5.96859454,1.552693769,67.99785,3.66,1
FIN_LD_C1_0-10,Finland_drained_fen,1.38629436,5.91150851,1.987689947,67.99785,3.03,1
H_II_1_0-10,Quebec_drained_bog,3.23480138,6.7704853,1.545849062,45.1189,5,76
TW_f4_0-10,Taiwan_fen,2.95753411,5.15685019,0.98871202,22.2011,4.3,233
MMg09,Myanmar_drained_fen_2,3.1375606,7.13551312,1.248941665,20.6108,7.47,229
BM2-10,Tasmania_raised_bog,2.47016722,5.51164098,1.309152211,42.1744,2.96,84
WP3_0-10,Florida_swamp_forest_2,3.29667353,7.29732352,0.989611698,26.38,6.36,233
P1-3-10,Siberia_bog_forest,1.03972077,6.18864428,1.593917848,60.88,2.56,-6
FIN_LD_B3_10-20,Finland_drained_fen,2.84704662,6.25072363,1.679061513,67.99785,3.6,1
P4_0-10,French_Pyrenees_fen,2.64904194,6.00263091,1.352681398,42.8032,3.67,68
BRS_8-10,Pantanal_swamp_forest,2.86664505,7.05420774,1.574540626,16.4833,4.26,265
MX_f_2-5,Mexico_fen,2.59930193,7.18692525,1.059339858,19.2862,6.76,167
C_(H)_1_0-10,Morocco_bog_2,2.46660441,6.84921946,1.737349226,35.1866,3.92,151
TM_k_I_-10_cm,Brazil_floodplain,3.14743679,6.60152874,1.139899754,28.5527,6.14,213
FIN_LN_A1_0-10,Finland_fen,3.69793146,6.54533201,1.611317867,67.997264,3.9,1
GBk_5-10,Wales_drained_bog,2.58214688,5.73000744,1.537442715,52.9692,2.88,76
N_9-10,Bashkortostan_drained_floodplain_2,2.84263145,6.3138012,1.027257706,55.4337,3.55,43
FIN_LN_B1_0-10,Finland_fen,4.05031928,6.23495503,0.677062825,67.997264,3.81,1
MX_a_4-5,Mexico_chinampa_1,3.07255215,7.22993763,1.311502791,19.29,7.22,167
Awarua_2_0-10,New_Zealand_drained_fen_2,1.03972077,6.54133259,1.413377662,46.5356,4.57,107
BRf_20-10,Pantanal_pasture_2,3.71119523,6.31250861,0.76197594,16.512,4.02,265
C_(H)_3_0-10,Morocco_bog_2,2.24503527,6.5235729,1.913992073,35.1866,3.88,151
BRS_2-10,Pantanal_swamp_forest,3.62842373,6.92386914,1.950893196,16.4833,4.03,265
I8-10,Bashkortostan_fen,2.45831133,6.95035011,0.726267389,55.4804,6.37,41
FIN_LD_C2_0-10,Finland_drained_fen,2.67819667,5.71479789,1.763751463,67.99785,3.27,1
FIN_LD_C3_0-10,Finland_drained_fen,2.27458963,6.1614005,1.974899198,67.99785,3.25,1
FIN_LD_B1_0-10,Finland_drained_fen,1.69574253,6.39359742,1.721499773,67.99785,3.24,1
GBr_3-10,Wales_blanket_bog,2.88948554,6.08852395,1.152522942,52.9997,2.87,76
BC_2-10,Florida_swamp_forest_1,3.48074572,7.23515858,1.609082452,26.38,5.48,233
MX_a_8-5,Mexico_chinampa_1,3.59653502,6.92545822,1.931249372,19.29,7.71,167
MMa11,Myanmar_drained_fen_1,3.42328207,7.27030112,1.570552545,20.637195,7.42,229
I3-10,Bashkortostan_fen,2.97249243,6.72200354,1.098825679,55.4804,6.28,41
MMa03,Myanmar_drained_fen_1,3.41070728,6.89442573,1.057065993,20.649196,7.28,229
FIN_LN_B2_0-10,Finland_fen,4.12985381,6.22248383,1.169190711,67.997264,3.91,1
BM4-10,Tasmania_raised_bog,0,5.03885294,1.708462445,42.1744,2.93,84
WP_1_0-10,Florida_swamp_forest_2,3.16751814,7.12470529,1.090823547,26.38,5.56,233
TW_f9_20-30,Taiwan_fen,4.89932105,7.12463909,1.474901659,22.2011,3.98,233
Vega5C1,Tierra_del_Fuego_fen,1.92306578,6.48230743,1.281196321,54.74044,5.1,53
BM6-10,Tasmania_raised_bog,2.23213357,5.92849035,2.179215581,42.1744,3.23,84
FIN_LN_A3_0-10,Finland_fen,3.99470041,6.34586971,0.446343079,67.997264,3.96,1
f_9.10,Kyrgyzstan_fen_2,4.0387035,6.76127842,0.25882239,41.894,6.08,-21
L1-3-10,Siberia_fen,2.84493338,6.41692712,1.670663653,60.91,4.16,-6
MX_g_3-5,Mexico_chinampa_2,3.28497763,7.11826997,1.845199795,19.29,7.69,167
COBG-8,Colombia_drained_paramo,3.02276664,6.24589847,1.720293934,6.643138,3.91,111
KIu_1-10,Uganda_fen,2.87586626,6.33721827,1.108394901,1.342,3.86,183
RB1,Montana_bog_2,2.0000325,6.91231385,1.356586877,45.582581,6.19,68
TW_f6_0-10,Taiwan_fen,3.47600124,6.36334847,1.696107043,22.2011,4.33,233
LA_5_0-10,Morocco_bog_1,2.91805753,6.53295585,1.957392325,35.2703,4.07,179
MX_a_9-5,Mexico_chinampa_1,2.24702529,6.92822446,1.769499391,19.29,7.21,167
P7_0-10,French_Pyrenees_fen,3.02634389,6.63159672,1.502457664,42.8032,3.82,68
TW_d9_20-30,Taiwan_recreation,4.19883393,6.92064132,0.390703702,22.2006,3.87,233
C_(H)_4_0-10,Morocco_bog_2,2.34396044,4.20673437,1.607567429,35.1866,3.96,151
KIA_3-10,Uganda_fen,3.56119371,6.51595542,1.432707763,1.342,4.1,183
N_1-10,Bashkortostan_drained_floodplain_2,3.30031074,6.46397046,1.012464333,55.4337,3.8,43
TW_d4_20-30,Taiwan_recreation,4.68999071,7.18578464,1.133171319,22.2006,3.89,233
P1-3-10,Siberia_bog_forest,1.03972077,6.18864428,1.462459456,60.88,2.56,-6
KK3,Estonia_drained_floodplain,2.5049189,7.01397389,1.591190802,58.4236,6.9,57
LA_4_0-10,Morocco_bog_1,2.73340178,6.53299363,1.772188366,35.2703,4.13,179
MX_g_9-5,Mexico_chinampa_2,2.7744652,7.03102137,1.601207217,19.29,7.37,167
BRf_27-10,Pantanal_pasture_3,4.27162505,7.00309421,1.134294864,16.5398,4.03,264
BRf_18-10,Pantanal_pasture_2,3.70124101,7.00111314,0.538009449,16.512,3.73,265
DS_1-10,Florida_swamp_forest_1,3.70479959,7.28325794,0.993048631,26.38,5.23,233
BC_1-10,Florida_swamp_forest_1,3.30504644,7.12913973,1.639701744,26.38,5.2,233
I2-10,Bashkortostan_fen,3.50332313,6.24630749,0.746387397,55.4804,6.09,41
Haru2A1,Tierra_del_Fuego_bog,1.03972077,6.03578018,1.581105704,54.74044,2.78,53
N_8-10,Bashkortostan_drained_floodplain_2,2.71503249,6.48774134,1.146127384,55.4337,4.05,43
g_3.10,Kyrgyzstan_drained_fen,1.79175947,6.89658786,0.942126791,41.7612,7.07,-11
TW_d7_0-10,Taiwan_recreation,4.56056104,7.17993588,1.260547182,22.2006,3.93,233
R2-2-10,Siberia_bog_forest,0.69314718,5.84833436,1.659539046,60.88,2.52,-6
S_3-10,Bashkortostan_drained_fen,3.60823291,6.22493997,1.720375899,55.5476,6.48,42
BRf_24-10,Pantanal_pasture_2,4.09295807,6.78695067,1.238309483,16.512,3.8,265
N_3-10,Bashkortostan_drained_floodplain_2,2.90687064,6.29479472,1.214697772,55.4337,3.72,43
DS3_0-10,Florida_swamp_forest_2,3.92428093,7.31433268,1.259869072,26.38,5.24,233
TK_u_III_-10_cm,Brazil_drained_floodplain,3.08637598,6.60882892,1.672368877,28.5523,6.67,213
LG7,Montana_Bog_1,0,6.6526409,1.176329146,45.524884,4.68,41
KK5,Estonia_drained_floodplain,2.35392335,6.99083202,1.742632738,58.4236,7.34,57
BC3_0-10,Florida_swamp_forest_2,3.8292646,7.24569854,1.564367367,26.38,5.23,233
N_6-10,Bashkortostan_drained_floodplain_2,2.91707511,6.44703577,1.002894515,55.4337,3.79,43
N_5-10,Bashkortostan_drained_floodplain_2,3.02806149,6.47555396,1.035340967,55.4337,3.6,43
FIN_LN_C1_0-10,Finland_fen,4.25418151,6.14119465,0.169763098,67.997264,3.75,1
KIu_2-10,Uganda_fen,3.66856119,6.29884734,1.239528735,1.342,3.47,183
P2-1-10,Siberia_bog_forest,1.53965445,6.061677,1.532666872,60.88,2.63,-6
N_4-10,Bashkortostan_drained_floodplain_2,3.0966722,6.37784792,0.980529842,55.4337,3.84,43
BRf_10-10,Pantanal_pasture_1,3.21913552,6.75966301,1.577697825,16.5054,4.75,265
H_I_3__0-10,Quebec_drained_bog,2.62330116,7.03286845,1.736449474,45.1189,5.35,76
MMa12,Myanmar_drained_fen_1,3.58482104,7.26332679,1.101779764,20.637195,7.43,229
Vega5A1,Tierra_del_Fuego_fen,1.44271459,6.40307935,1.433282128,54.74044,4.87,53
Vega4A1,Tierra_del_Fuego_fen,2.82490776,5.24361091,0.546655852,54.74044,5.57,53
f_12.10,Kyrgyzstan_fen_2,2.19414785,6.84786778,0.726827841,41.894,6.23,-21
L1-2-10,Siberia_fen,2.62790173,6.4497846,1.462417548,60.91,4.06,-6
MMg07,Myanmar_drained_fen_2,4.03221119,7.32588266,1.761962569,20.639371,6.95,229
PC_1-10,Florida_swamp_forest_1,2.51885874,6.94734757,1.587222113,26.38,5.37,233
KIA_2-10,Uganda_fen,3.21868392,6.15142647,1.430280635,1.342,4.32,183
g_1.10,Kyrgyzstan_drained_fen,3.23931164,6.95112002,0.863178575,41.7612,6.85,-11
Haru5C1,Tierra_del_Fuego_bog,2.12734057,5.87738402,0.605644231,54.74044,3.76,53
B6-10,Tasmania_blanket_bog,0,5.61588744,2.113520417,42.881,2.64,102
N_7-10,Bashkortostan_drained_floodplain_2,2.85921078,6.36684344,0.684631964,55.4337,4.03,43
D31-30,Uganda_rice_paddy,2.98137497,6.49877302,1.33271123,0.933939,4.92,226
COBG-1,Colombia_drained_paramo,3.89587093,6.33287195,1.776313728,6.643138,4.01,111
SL2-10,Tasmania_fen,3.32547604,6.9627206,1.593312717,40.9234,5.31,131
Vega1B1,Tierra_del_Fuego_fen,2.18299598,6.37217511,1.306315525,54.74044,4.87,53
C_(H)_2_0-10,Morocco_bog_2,2.45545212,6.37006593,1.527567729,35.1866,3.73,151
BM1-10,Tasmania_raised_bog,0.69314718,5.46837017,1.260188391,42.1744,2.69,84
BRf_23-10,Pantanal_pasture_2,3.63694362,6.68775062,0.789340057,16.512,3.95,265
K_7-10,Bashkortostan_drained_floodplain_1,2.40864313,6.66362692,1.718815414,55.4491,4.26,43
TM_K_II_-10_cm,Brazil_floodplain,3.41490761,6.61104525,1.137088686,28.5527,6.54,213
TK_k_I_0-10_cm,Brazil_drained_floodplain,3.19782362,6.84463912,1.651489969,28.5523,6.5,213
I9-10,Bashkortostan_fen,2.11928092,6.72964549,0.911188841,55.4804,5.98,41
COBG-5,Colombia_drained_paramo,3.76481826,6.20586245,1.827642435,6.643138,3.88,111
RB9,Montana_bog_2,3.08933897,7.13332819,1.477155076,45.582581,6.03,68
H1_0-10,Iceland_fen_1,2.1967558,6.73806344,1.352406518,64.34564,NA,36
GBk_2-10,Wales_drained_bog,2.77026912,5.98909973,1.702279819,52.9692,2.77,76
BRS_1-10,Pantanal_swamp_forest,3.26113467,6.56329153,2.098085542,16.4833,4.13,265
S_2-10,Bashkortostan_drained_fen,2.96027869,6.99644297,1.593594929,55.5476,6.35,42
MMg02,Myanmar_drained_fen_2,3.74858569,7.26675985,1.062940681,20.64826,5.83,229
SL3-10,Tasmania_fen,2.12134502,6.74238185,1.88403229,40.9234,5.18,131
Haru2A1,Tierra_del_Fuego_bog,1.03972077,6.03578018,1.694987722,54.74044,2.78,53
TK_k_II_-10cm,Brazil_drained_floodplain,3.26789706,6.86326596,1.499249395,28.5523,6.37,213
DS_3-10,Florida_swamp_forest_1,3.24332985,6.97763384,1.307520276,26.38,5.25,233
TW_f8_20-30,Taiwan_fen,4.93349997,7.12986356,1.903634501,22.2011,3.84,233
S_1-10,Bashkortostan_drained_fen,2.56718057,6.96929194,1.781887104,55.5476,6.31,42
MMf08,Myanmar_fen,4.30819287,7.44365282,1.648575132,20.637093,6.69,229
Vega4B1,Tierra_del_Fuego_fen,3.23843974,5.49500102,1.328575082,54.74044,5.5,53
P2_0-10,French_Pyrenees_fen,4.05870835,7.09344461,1.215608098,42.8032,5.27,68
OI_1_0-10,Iceland_drained_fen,2.86149495,6.12191948,1.406908265,64.8332,4.02,45
FIN_LD_B3_0-10,Finland_drained_fen,1.83437197,6.431676,1.410336505,67.99785,3.61,1
B5-10,Tasmania_blanket_bog,0,5.34790643,1.962931735,42.881,2.99,102
I7-10,Bashkortostan_fen,1.60943791,6.86977791,0.514061888,55.4804,6.19,41
MMf02,Myanmar_fen,3.29471015,7.26260026,1.449594805,20.6106,7.18,229
MMf04,Myanmar_fen,4.08109085,7.37378087,1.777798997,20.6106,7.49,229
RB8,Montana_bog_2,3.29612022,7.13726772,1.597326271,45.582581,5.95,68
BRf_19-10,Pantanal_pasture_2,3.54828185,6.98459061,0.767002431,16.512,3.9,265
MYa_10-10,Borneo_drained_swamp,2.81382454,5.10242929,0.913974905,5.323896,2.19,272
MMf05,Myanmar_fen,3.40230039,7.1939652,1.703838796,20.6106,6.82,229
SF3-60,Tasmania_raised_bog,1.54030583,6.7639334,2.148112191,42.176794,4.55,80
KIA_1-10,Uganda_fen,3.54597477,6.5204082,1.680552763,1.342,4.23,183
